,DateCaptured,Windows,Mac,Linux
v1.1.0,2022-09-06,189,,
v1.0.0,2022-09-06,486,,
v1.6.2,2022-09-07,242,79.0,20.0
v1.6.1,2022-09-07,373,7.0,74.0
v1.6.0,2022-09-07,521,340.0,70.0
v1.5.1-beta,2022-09-07,297,102.0,
1.5.0,2022-09-07,942,423.0,104.0
v1.4.2,2022-09-07,597,292.0,67.0
v1.4.1,2022-09-07,235,96.0,32.0
v1.4.0,2022-09-07,406,145.0,37.0
v1.3.0,2022-09-07,91,76.0,27.0
v1.2.1,2022-09-07,192,,
v1.1.0,2022-09-07,189,,
v1.0.0,2022-09-07,486,,
v1.6.2,2022-09-08,243,79.0,20.0
v1.6.1,2022-09-08,373,7.0,74.0
v1.6.0,2022-09-08,521,340.0,70.0
v1.5.1-beta,2022-09-08,297,102.0,
1.5.0,2022-09-08,942,423.0,104.0
v1.4.2,2022-09-08,597,292.0,67.0
v1.4.1,2022-09-08,235,96.0,32.0
v1.4.0,2022-09-08,406,145.0,37.0
v1.3.0,2022-09-08,91,76.0,27.0
v1.2.1,2022-09-08,192,,
v1.1.0,2022-09-08,189,,
v1.0.0,2022-09-08,486,,
v1.6.2,2022-09-09,243,79.0,20.0
v1.6.1,2022-09-09,373,7.0,74.0
v1.6.0,2022-09-09,521,340.0,70.0
v1.5.1-beta,2022-09-09,297,102.0,
1.5.0,2022-09-09,942,423.0,104.0
v1.4.2,2022-09-09,597,292.0,67.0
v1.4.1,2022-09-09,235,96.0,32.0
v1.4.0,2022-09-09,406,145.0,37.0
v1.3.0,2022-09-09,91,76.0,27.0
v1.2.1,2022-09-09,192,,
v1.1.0,2022-09-09,189,,
v1.0.0,2022-09-09,486,,
v1.6.2,2022-09-10,244,79.0,20.0
v1.6.1,2022-09-10,373,7.0,74.0
v1.6.0,2022-09-10,521,340.0,70.0
v1.5.1-beta,2022-09-10,297,102.0,
1.5.0,2022-09-10,942,423.0,104.0
v1.4.2,2022-09-10,597,292.0,67.0
v1.4.1,2022-09-10,235,96.0,32.0
v1.4.0,2022-09-10,406,145.0,37.0
v1.3.0,2022-09-10,91,76.0,27.0
v1.2.1,2022-09-10,192,,
v1.1.0,2022-09-10,189,,
v1.0.0,2022-09-10,486,,
v1.6.2,2022-09-11,245,79.0,20.0
v1.6.1,2022-09-11,373,7.0,74.0
v1.6.0,2022-09-11,521,340.0,70.0
v1.5.1-beta,2022-09-11,297,102.0,
1.5.0,2022-09-11,942,423.0,104.0
v1.4.2,2022-09-11,597,292.0,67.0
v1.4.1,2022-09-11,235,96.0,32.0
v1.4.0,2022-09-11,406,145.0,37.0
v1.3.0,2022-09-11,91,76.0,27.0
v1.2.1,2022-09-11,192,,
v1.1.0,2022-09-11,189,,
v1.0.0,2022-09-11,486,,
v1.6.2,2022-09-12,246,79.0,20.0
v1.6.1,2022-09-12,373,7.0,74.0
v1.6.0,2022-09-12,521,340.0,70.0
v1.5.1-beta,2022-09-12,297,102.0,
1.5.0,2022-09-12,942,423.0,104.0
v1.4.2,2022-09-12,597,293.0,67.0
v1.4.1,2022-09-12,235,96.0,32.0
v1.4.0,2022-09-12,406,145.0,37.0
v1.3.0,2022-09-12,91,76.0,27.0
v1.2.1,2022-09-12,192,,
v1.1.0,2022-09-12,189,,
v1.0.0,2022-09-12,486,,
v1.6.2,2022-09-13,247,79.0,20.0
v1.6.1,2022-09-13,373,7.0,74.0
v1.6.0,2022-09-13,521,340.0,70.0
v1.5.1-beta,2022-09-13,297,102.0,
1.5.0,2022-09-13,942,423.0,104.0
v1.4.2,2022-09-13,597,293.0,67.0
v1.4.1,2022-09-13,235,96.0,32.0
v1.4.0,2022-09-13,406,145.0,37.0
v1.3.0,2022-09-13,91,76.0,27.0
v1.2.1,2022-09-13,192,,
v1.1.0,2022-09-13,189,,
v1.0.0,2022-09-13,486,,
v1.6.2,2022-09-14,247,79.0,20.0
v1.6.1,2022-09-14,373,7.0,74.0
v1.6.0,2022-09-14,521,340.0,70.0
v1.5.1-beta,2022-09-14,298,102.0,
1.5.0,2022-09-14,942,423.0,104.0
v1.4.2,2022-09-14,597,293.0,67.0
v1.4.1,2022-09-14,235,96.0,32.0
v1.4.0,2022-09-14,406,145.0,37.0
v1.3.0,2022-09-14,91,76.0,27.0
v1.2.1,2022-09-14,192,,
v1.1.0,2022-09-14,189,,
v1.0.0,2022-09-14,486,,
v1.6.2,2022-09-15,247,79.0,20.0
v1.6.1,2022-09-15,373,7.0,74.0
v1.6.0,2022-09-15,521,340.0,70.0
v1.5.1-beta,2022-09-15,298,102.0,
1.5.0,2022-09-15,942,423.0,104.0
v1.4.2,2022-09-15,597,293.0,67.0
v1.4.1,2022-09-15,235,96.0,32.0
v1.4.0,2022-09-15,406,145.0,37.0
v1.3.0,2022-09-15,91,76.0,27.0
v1.2.1,2022-09-15,192,,
v1.1.0,2022-09-15,189,,
v1.0.0,2022-09-15,486,,
v1.6.2,2022-09-16,248,79.0,20.0
v1.6.1,2022-09-16,373,7.0,74.0
v1.6.0,2022-09-16,521,340.0,70.0
v1.5.1-beta,2022-09-16,299,102.0,
1.5.0,2022-09-16,942,423.0,104.0
v1.4.2,2022-09-16,597,293.0,67.0
v1.4.1,2022-09-16,235,96.0,32.0
v1.4.0,2022-09-16,406,145.0,37.0
v1.3.0,2022-09-16,91,76.0,27.0
v1.2.1,2022-09-16,192,,
v1.1.0,2022-09-16,189,,
v1.0.0,2022-09-16,486,,
v1.6.2,2022-09-17,248,79.0,20.0
v1.6.1,2022-09-17,373,7.0,74.0
v1.6.0,2022-09-17,521,340.0,70.0
v1.5.1-beta,2022-09-17,299,102.0,
1.5.0,2022-09-17,942,423.0,104.0
v1.4.2,2022-09-17,597,293.0,67.0
v1.4.1,2022-09-17,235,96.0,32.0
v1.4.0,2022-09-17,406,145.0,37.0
v1.3.0,2022-09-17,91,76.0,27.0
v1.2.1,2022-09-17,192,,
v1.1.0,2022-09-17,189,,
v1.0.0,2022-09-17,486,,
v1.6.2,2022-09-18,248,79.0,20.0
v1.6.1,2022-09-18,373,7.0,74.0
v1.6.0,2022-09-18,522,340.0,70.0
v1.5.1-beta,2022-09-18,299,102.0,
1.5.0,2022-09-18,944,423.0,104.0
v1.4.2,2022-09-18,597,293.0,67.0
v1.4.1,2022-09-18,235,96.0,32.0
v1.4.0,2022-09-18,406,145.0,37.0
v1.3.0,2022-09-18,91,76.0,27.0
v1.2.1,2022-09-18,192,,
v1.1.0,2022-09-18,189,,
v1.0.0,2022-09-18,486,,
v1.6.2,2022-09-19,248,79.0,20.0
v1.6.1,2022-09-19,373,7.0,74.0
v1.6.0,2022-09-19,523,340.0,70.0
v1.5.1-beta,2022-09-19,300,102.0,
1.5.0,2022-09-19,944,423.0,104.0
v1.4.2,2022-09-19,597,293.0,67.0
v1.4.1,2022-09-19,235,96.0,32.0
v1.4.0,2022-09-19,406,145.0,37.0
v1.3.0,2022-09-19,91,76.0,27.0
v1.2.1,2022-09-19,192,,
v1.1.0,2022-09-19,189,,
v1.0.0,2022-09-19,486,,
v1.6.2,2022-09-20,250,79.0,20.0
v1.6.1,2022-09-20,373,7.0,74.0
v1.6.0,2022-09-20,523,340.0,70.0
v1.5.1-beta,2022-09-20,301,102.0,
1.5.0,2022-09-20,945,423.0,104.0
v1.4.2,2022-09-20,597,293.0,67.0
v1.4.1,2022-09-20,235,96.0,32.0
v1.4.0,2022-09-20,406,145.0,37.0
v1.3.0,2022-09-20,91,76.0,27.0
v1.2.1,2022-09-20,192,,
v1.1.0,2022-09-20,189,,
v1.0.0,2022-09-20,486,,
v1.6.2,2022-09-21,250,79.0,20.0
v1.6.1,2022-09-21,373,7.0,74.0
v1.6.0,2022-09-21,524,340.0,70.0
v1.5.1-beta,2022-09-21,301,102.0,
1.5.0,2022-09-21,946,423.0,104.0
v1.4.2,2022-09-21,597,293.0,67.0
v1.4.1,2022-09-21,235,96.0,32.0
v1.4.0,2022-09-21,406,145.0,37.0
v1.3.0,2022-09-21,91,76.0,27.0
v1.2.1,2022-09-21,192,,
v1.1.0,2022-09-21,189,,
v1.0.0,2022-09-21,486,,
v1.6.2,2022-09-22,250,79.0,20.0
v1.6.1,2022-09-22,373,7.0,74.0
v1.6.0,2022-09-22,524,340.0,70.0
v1.5.1-beta,2022-09-22,302,102.0,
1.5.0,2022-09-22,947,423.0,104.0
v1.4.2,2022-09-22,598,293.0,67.0
v1.4.1,2022-09-22,235,96.0,32.0
v1.4.0,2022-09-22,406,145.0,37.0
v1.3.0,2022-09-22,91,76.0,27.0
v1.2.1,2022-09-22,192,,
v1.1.0,2022-09-22,189,,
v1.0.0,2022-09-22,486,,
v1.6.2,2022-09-23,250,79.0,21.0
v1.6.1,2022-09-23,373,7.0,74.0
v1.6.0,2022-09-23,524,340.0,70.0
v1.5.1-beta,2022-09-23,302,102.0,
1.5.0,2022-09-23,948,423.0,104.0
v1.4.2,2022-09-23,598,293.0,67.0
v1.4.1,2022-09-23,235,96.0,32.0
v1.4.0,2022-09-23,408,145.0,37.0
v1.3.0,2022-09-23,91,76.0,27.0
v1.2.1,2022-09-23,192,,
v1.1.0,2022-09-23,189,,
v1.0.0,2022-09-23,486,,
v1.6.2,2022-09-24,250,79.0,21.0
v1.6.1,2022-09-24,373,7.0,74.0
v1.6.0,2022-09-24,524,340.0,70.0
v1.5.1-beta,2022-09-24,302,102.0,
1.5.0,2022-09-24,950,423.0,104.0
v1.4.2,2022-09-24,598,293.0,67.0
v1.4.1,2022-09-24,235,96.0,32.0
v1.4.0,2022-09-24,408,145.0,37.0
v1.3.0,2022-09-24,91,76.0,27.0
v1.2.1,2022-09-24,192,,
v1.1.0,2022-09-24,189,,
v1.0.0,2022-09-24,486,,
v1.6.2,2022-09-25,250,79.0,21.0
v1.6.1,2022-09-25,373,7.0,74.0
v1.6.0,2022-09-25,524,340.0,70.0
v1.5.1-beta,2022-09-25,302,102.0,
1.5.0,2022-09-25,950,423.0,104.0
v1.4.2,2022-09-25,598,293.0,67.0
v1.4.1,2022-09-25,235,96.0,32.0
v1.4.0,2022-09-25,408,145.0,37.0
v1.3.0,2022-09-25,91,76.0,27.0
v1.2.1,2022-09-25,192,,
v1.1.0,2022-09-25,189,,
v1.0.0,2022-09-25,486,,
v1.6.2,2022-09-26,250,79.0,21.0
v1.6.1,2022-09-26,373,7.0,74.0
v1.6.0,2022-09-26,524,340.0,70.0
v1.5.1-beta,2022-09-26,302,102.0,
1.5.0,2022-09-26,950,423.0,104.0
v1.4.2,2022-09-26,598,293.0,67.0
v1.4.1,2022-09-26,235,96.0,32.0
v1.4.0,2022-09-26,408,145.0,37.0
v1.3.0,2022-09-26,91,76.0,27.0
v1.2.1,2022-09-26,192,,
v1.1.0,2022-09-26,189,,
v1.0.0,2022-09-26,486,,
v1.6.2,2022-09-27,250,79.0,21.0
v1.6.1,2022-09-27,373,7.0,74.0
v1.6.0,2022-09-27,525,340.0,71.0
v1.5.1-beta,2022-09-27,302,103.0,
1.5.0,2022-09-27,950,423.0,105.0
v1.4.2,2022-09-27,598,293.0,67.0
v1.4.1,2022-09-27,235,96.0,32.0
v1.4.0,2022-09-27,408,145.0,37.0
v1.3.0,2022-09-27,91,76.0,27.0
v1.2.1,2022-09-27,192,,
v1.1.0,2022-09-27,189,,
v1.0.0,2022-09-27,486,,
v1.6.2,2022-09-28,250,79.0,21.0
v1.6.1,2022-09-28,373,7.0,74.0
v1.6.0,2022-09-28,525,340.0,71.0
v1.5.1-beta,2022-09-28,303,103.0,
1.5.0,2022-09-28,951,423.0,105.0
v1.4.2,2022-09-28,598,293.0,67.0
v1.4.1,2022-09-28,235,96.0,32.0
v1.4.0,2022-09-28,408,145.0,37.0
v1.3.0,2022-09-28,91,76.0,27.0
v1.2.1,2022-09-28,192,,
v1.1.0,2022-09-28,189,,
v1.0.0,2022-09-28,486,,
v1.6.2,2022-09-29,250,79.0,21.0
v1.6.1,2022-09-29,373,7.0,74.0
v1.6.0,2022-09-29,525,340.0,71.0
v1.5.1-beta,2022-09-29,303,103.0,
1.5.0,2022-09-29,951,423.0,105.0
v1.4.2,2022-09-29,598,293.0,67.0
v1.4.1,2022-09-29,235,96.0,32.0
v1.4.0,2022-09-29,408,145.0,37.0
v1.3.0,2022-09-29,91,76.0,27.0
v1.2.1,2022-09-29,192,,
v1.1.0,2022-09-29,189,,
v1.0.0,2022-09-29,486,,
v1.6.2,2022-09-30,250,79.0,21.0
v1.6.1,2022-09-30,373,7.0,74.0
v1.6.0,2022-09-30,525,340.0,71.0
v1.5.1-beta,2022-09-30,303,103.0,
1.5.0,2022-09-30,951,423.0,105.0
v1.4.2,2022-09-30,598,293.0,67.0
v1.4.1,2022-09-30,235,96.0,32.0
v1.4.0,2022-09-30,408,145.0,37.0
v1.3.0,2022-09-30,91,76.0,27.0
v1.2.1,2022-09-30,192,,
v1.1.0,2022-09-30,189,,
v1.0.0,2022-09-30,486,,
v1.6.2,2022-10-01,250,79.0,21.0
v1.6.1,2022-10-01,373,7.0,74.0
v1.6.0,2022-10-01,525,341.0,71.0
v1.5.1-beta,2022-10-01,303,103.0,
1.5.0,2022-10-01,951,423.0,105.0
v1.4.2,2022-10-01,598,293.0,67.0
v1.4.1,2022-10-01,235,96.0,32.0
v1.4.0,2022-10-01,408,145.0,37.0
v1.3.0,2022-10-01,91,76.0,27.0
v1.2.1,2022-10-01,192,,
v1.1.0,2022-10-01,189,,
v1.0.0,2022-10-01,486,,
v1.6.2,2022-10-02,251,81.0,21.0
v1.6.1,2022-10-02,373,7.0,74.0
v1.6.0,2022-10-02,525,341.0,71.0
v1.5.1-beta,2022-10-02,303,103.0,
1.5.0,2022-10-02,951,423.0,105.0
v1.4.2,2022-10-02,598,293.0,67.0
v1.4.1,2022-10-02,235,96.0,32.0
v1.4.0,2022-10-02,408,145.0,37.0
v1.3.0,2022-10-02,91,76.0,27.0
v1.2.1,2022-10-02,192,,
v1.1.0,2022-10-02,189,,
v1.0.0,2022-10-02,486,,
v1.6.2,2022-10-03,251,81.0,21.0
v1.6.1,2022-10-03,373,7.0,74.0
v1.6.0,2022-10-03,525,341.0,71.0
v1.5.1-beta,2022-10-03,303,103.0,
1.5.0,2022-10-03,951,423.0,105.0
v1.4.2,2022-10-03,598,293.0,67.0
v1.4.1,2022-10-03,235,96.0,32.0
v1.4.0,2022-10-03,408,145.0,37.0
v1.3.0,2022-10-03,91,76.0,27.0
v1.2.1,2022-10-03,192,,
v1.1.0,2022-10-03,189,,
v1.0.0,2022-10-03,486,,
v1.6.2,2022-10-04,252,81.0,22.0
v1.6.1,2022-10-04,373,7.0,74.0
v1.6.0,2022-10-04,525,341.0,71.0
v1.5.1-beta,2022-10-04,304,103.0,
1.5.0,2022-10-04,951,423.0,105.0
v1.4.2,2022-10-04,598,293.0,67.0
v1.4.1,2022-10-04,235,96.0,32.0
v1.4.0,2022-10-04,408,145.0,37.0
v1.3.0,2022-10-04,91,76.0,27.0
v1.2.1,2022-10-04,192,,
v1.1.0,2022-10-04,189,,
v1.0.0,2022-10-04,486,,
v1.6.2,2022-10-05,252,82.0,22.0
v1.6.1,2022-10-05,373,7.0,74.0
v1.6.0,2022-10-05,525,341.0,71.0
v1.5.1-beta,2022-10-05,304,103.0,
1.5.0,2022-10-05,951,423.0,105.0
v1.4.2,2022-10-05,598,293.0,67.0
v1.4.1,2022-10-05,235,96.0,32.0
v1.4.0,2022-10-05,408,145.0,37.0
v1.3.0,2022-10-05,91,76.0,27.0
v1.2.1,2022-10-05,192,,
v1.1.0,2022-10-05,189,,
v1.0.0,2022-10-05,486,,
v1.6.2,2022-10-06,252,82.0,22.0
v1.6.1,2022-10-06,373,7.0,74.0
v1.6.0,2022-10-06,525,341.0,71.0
v1.5.1-beta,2022-10-06,304,103.0,
1.5.0,2022-10-06,951,423.0,105.0
v1.4.2,2022-10-06,598,293.0,67.0
v1.4.1,2022-10-06,235,96.0,32.0
v1.4.0,2022-10-06,408,145.0,37.0
v1.3.0,2022-10-06,91,76.0,27.0
v1.2.1,2022-10-06,192,,
v1.1.0,2022-10-06,189,,
v1.0.0,2022-10-06,486,,
v1.6.2,2022-10-07,254,83.0,23.0
v1.6.1,2022-10-07,373,7.0,74.0
v1.6.0,2022-10-07,525,341.0,71.0
v1.5.1-beta,2022-10-07,304,103.0,
1.5.0,2022-10-07,951,423.0,105.0
v1.4.2,2022-10-07,598,293.0,67.0
v1.4.1,2022-10-07,235,96.0,32.0
v1.4.0,2022-10-07,408,145.0,37.0
v1.3.0,2022-10-07,91,76.0,27.0
v1.2.1,2022-10-07,192,,
v1.1.0,2022-10-07,189,,
v1.0.0,2022-10-07,486,,
v1.6.2,2022-10-08,254,83.0,23.0
v1.6.1,2022-10-08,373,7.0,74.0
v1.6.0,2022-10-08,525,341.0,71.0
v1.5.1-beta,2022-10-08,304,103.0,
1.5.0,2022-10-08,951,423.0,105.0
v1.4.2,2022-10-08,598,293.0,67.0
v1.4.1,2022-10-08,235,96.0,32.0
v1.4.0,2022-10-08,408,145.0,37.0
v1.3.0,2022-10-08,91,76.0,27.0
v1.2.1,2022-10-08,192,,
v1.1.0,2022-10-08,189,,
v1.0.0,2022-10-08,486,,
v1.6.2,2022-10-09,254,83,23
v1.6.1,2022-10-09,373,7,74
v1.6.0,2022-10-09,525,341,71
v1.5.1-beta,2022-10-09,304,103,
1.5.0,2022-10-09,951,423,105
v1.4.2,2022-10-09,598,293,67
v1.4.1,2022-10-09,235,96,32
v1.4.0,2022-10-09,408,145,37
v1.3.0,2022-10-09,91,76,27
v1.2.1,2022-10-09,192,,
v1.1.0,2022-10-09,189,,
v1.0.0,2022-10-09,486,,
